,url,title,bed,title2,location,badge,cancellation_policy,accommodates,amenity_Hướng nhìn đẹp mắt,amenity_Phòng tắm,amenity_Phòng ngủ và giặt ủi,amenity_Giải trí,amenity_Gia đình,amenity_Hệ thống sưởi và làm mát,amenity_Quyền riêng tư và an toàn,amenity_Internet và văn phòng,amenity_Đồ dùng nấu bếp và ăn uống,amenity_Các đặc điểm về vị trí,amenity_Ngoài trời,amenity_Chỗ đỗ xe và cơ sở vật chất,amenity_Dịch vụ,rating_Total,rating_Mức độ sạch sẽ,rating_Độ chính xác,rating_Nhận phòng,rating_Giao tiếp,rating_Vị trí,rating_Giá trị,price_per_night,prices_Phí vệ sinh,prices_Phí dịch vụ Airbnb,amenity_An toàn nhà ở,amenity_Không bao gồm,prices_Ưu đãi đặc biệt,prices_Giảm giá cho thời gian ở dài hạn,prices_Giảm giá cho khách đặt sớm
236,https://www.airbnb.com.vn/rooms/31156000?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-14&check_out=2024-02-19&source_impression_id=p3_1702197383_WJFnLB7ulIKHoBjk&previous_page_section_name=1000,"2br #02-Lafayette, 8 Phùng Khắc Khoan, Quận 1 CBD",4 khách ·  · 2 phòng ngủ  ·  · 2 giường ·  · 2 phòng tắm,"Toàn bộ căn hộ dịch vụ tại Quận 1, Việt Nam","Quận 1, Hồ Chí Minh, Việt Nam",,Hủy miễn phí trước 9 thg 2.,Tối đa 4 khách,,"['Máy sấy tóc', 'Dầu gội đầu', 'Nước nóng']","['Máy giặt', 'Máy sấy quần áo', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bàn là']",['TV với truyền hình cáp tiêu chuẩn'],,['Điều hòa nhiệt độ'],,['Wi-fi'],"['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Lò nướng']",['Lối vào riêng'],,"['Bể bơi', 'Thang máy']","['Cho phép ở dài hạn', 'Tự nhận phòng', 'Nhân viên trực cửa']","4,82 · 111 đánh giá","4,8","4,8","4,9","4,9","4,9","4,8",$96,$10,$69,"['Máy báo khói', 'Bình chữa cháy']","['Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",,,
237,https://www.airbnb.com.vn/rooms/688710294364232944?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1465507064&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702197383_hG%2FHM%2Fwsy0K8qR12&previous_page_section_name=1000,Homestay Chang ơi (Màu vàng với khu vườn nhỏ),1 giường ·  · Phòng vệ sinh chung,"Phòng tại Quận 1, Việt Nam","Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,Hoàn tiền một phần: Nhận tiền hoàn lại cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền phí dịch vụ hoặc chi phí cho các đêm bạn đã ở.,Tối đa 2 khách,,,,,,['Điều hòa nhiệt độ'],"['Khóa ở cửa phòng ngủ', 'Camera an ninh trong nhà']",['Wi-fi'],,,['Khu vực ăn uống ngoài trời'],,,"4,63 · 8 đánh giá","4,2","4,6","4,9","4,9","4,6","4,4",$16,,$11,,"['Không có: Bếp', 'Không có: TV', 'Không có: Máy giặt', 'Không có: Máy sấy quần áo', 'Không có: Tiện nghi thiết yếu', 'Không có: Máy báo khói', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi', 'Không có: Nước nóng']",,,
238,https://www.airbnb.com.vn/rooms/756954640090600139?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1524466429&check_in=2023-12-18&check_out=2023-12-23&source_impression_id=p3_1702197383_U%2BX5JHzecg9VVfSu&previous_page_section_name=1000,Saigon Eco House - trung tâm thành phố địa phương số 4,1 giường ·  · Phòng tắm khép kín,"Phòng tại Quận 3, Việt Nam","Quận 3, Thành phố Hồ Chí Minh, Việt Nam",,Hủy miễn phí trước 17 thg 12.,Tối đa 2 khách,,,['Máy giặt'],['TV'],,['Điều hòa nhiệt độ'],"['Khóa ở cửa phòng ngủ', 'Camera an ninh trong nhà', 'Bình chữa cháy', 'Bộ sơ cứu']",['Wi-fi'],['Bếp'],,,['Chỗ đỗ xe miễn phí tại nơi ở'],"['Tự nhận phòng', 'Hộp khóa']","4,50 · 32 đánh giá","4,5","4,6","4,8","4,9","4,7","4,6",$15,,$11,,"['Không có: Máy sấy quần áo', 'Không có: Tiện nghi thiết yếu', 'Không có: Máy báo khói', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi', 'Không có: Nước nóng']",,,
239,https://www.airbnb.com.vn/rooms/37475310?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1077814576&check_in=2023-12-11&check_out=2023-12-16&source_impression_id=p3_1702197383_LuUR%2BBhSxtaayQTO&previous_page_section_name=1000,"Phòng đôi ấm cúng gần Công viên 23/9, Quận 1",1 giường queen ·  · Phòng tắm khép kín,Phòng tại Việt Nam,"Ho Chi Minh City, Việt Nam",,Bạn được hoàn tiền một phần nếu hủy trước khi nhận phòng lúc 11 thg 12.,Tối đa 2 khách,,"['Máy sấy tóc', 'Dầu gội đầu']","['Máy giặt', 'Máy sấy quần áo', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bàn là']",['TV'],,['Điều hòa nhiệt độ'],"['Khóa ở cửa phòng ngủ', 'Máy báo khói', 'Bình chữa cháy']",['Wi-fi'],"['Bếp', 'Đồ nấu ăn cơ bản']",['Lối vào riêng'],,"['Chỗ đỗ xe miễn phí tại nơi ở', 'Thang máy']","['Cho phép hút thuốc', 'Tự nhận phòng', 'Nhân viên trực cửa']","4,85 · 13 đánh giá","4,8","4,8","4,8","4,8","5,0","4,8",$27,,$19,,"['Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi', 'Không có: Nước nóng']",,,
240,https://www.airbnb.com.vn/rooms/1003960567150521201?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702197383_cbn1dZnrKd4q%2FT2o&previous_page_section_name=1000,Vintage-Styled Apartment * City-Centre,4 khách ·  · 1 phòng ngủ  ·  · 2 giường ·  · 1 phòng tắm,,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,Đặt phòng/đặt chỗ này không được hoàn tiền.,Tối đa 4 khách,,"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Dầu xả', 'Xà phòng tắm', 'Nước nóng', 'Sữa tắm']","['Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Bàn là', 'Giá phơi quần áo', 'Nơi để quần áo']","['TV', 'Sách và ấn phẩm để đọc']",,['Điều hòa nhiệt độ'],,['Wi-fi'],"['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Bếp', 'Ấm đun nước nóng']",['Hiệu giặt ủi tự động gần đây'],,"['Thang máy', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Cho phép thú cưng', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Bàn phím', 'Có dịch vụ dọn vệ sinh trong thời gian ở']",1 đánh giá,,,,,,,$20,$9,$15,,"['Không có: Camera an ninh trong nhà', 'Không có: Máy giặt', 'Không có: Máy sấy quần áo', 'Không có: Máy báo khói', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",,,
241,https://www.airbnb.com.vn/rooms/42145264?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=973533535&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702197383_4PdMyPa0dZ6D88It&previous_page_section_name=1000,Studio rộng rãi ngay trung tâm Sài Gòn trên đường chính,1 phòng ngủ  ·  · Phòng tắm riêng tách biệt,"Phòng tại Quận 1, Việt Nam","Quận 1, Hồ Chí Minh, Việt Nam",,Hoàn tiền một phần: Nhận lại 50% chi phí cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền cho số đêm bạn đã ở hoặc phí dịch vụ.,Tối đa 2 khách,,"['Máy sấy tóc', 'Dầu gội đầu', 'Xà phòng tắm', 'Nước nóng', 'Sữa tắm']","['Máy giặt phí Miễn phí – Trong toà nhà', 'Máy sấy phí Miễn phí – Trong toà nhà', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Nơi để quần áo: tủ quần áo']",['TV'],,['Điều hòa nhiệt độ'],"['Không có: Khóa ở cửa phòng ngủ', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",['Wi-fi'],"['Bếp', 'Tủ lạnh']",,,"['Chỗ đỗ xe miễn phí tại nơi ở', 'Thang máy']","['Cho phép ở dài hạn', 'Chủ nhà chào đón bạn']","4,80 · 5 đánh giá","5,0","4,8","4,8","5,0","4,8","4,8",$26,$7,,"['Máy báo khói', 'Bình chữa cháy', 'Bộ sơ cứu']",,,,
242,https://www.airbnb.com.vn/rooms/575286403840521006?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-11&check_out=2023-12-16&source_impression_id=p3_1702197383_DYAvvPSSsHy8qO%2Fr&previous_page_section_name=1000,Hoa ̣ t đô ̣ ng gia ̉ i tri ́ gần Rivergate cityview Apt with Pool & Gym by Dfour,2 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,,"Quận 4, Thành phố Hồ Chí Minh, Việt Nam",,Đặt phòng/đặt chỗ này không được hoàn tiền.,Tối đa 2 khách,"['Hướng nhìn ra đường chân trời thành phố', 'Hướng nhìn ra vườn', 'Hướng nhìn ra sông']",['Máy sấy tóc'],"['Máy giặt phí Miễn phí – Trong căn hộ', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Giá phơi quần áo', 'Két sắt', 'Nơi để quần áo: tủ quần áo']","['32"" HDTV với truyền hình cáp cao cấp', 'Thiết bị tập thể dục', 'Bàn bóng bàn', 'Bàn bi-da']","['Cũi', 'Ghế ăn cho bé', 'Chấn song cửa sổ', 'Rào chắn an toàn cho em bé']",['Hệ thống điều hòa trung tâm'],,"['Wi-fi nhanh – 72 Mbps', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc']",['Lối vào khu nghỉ dưỡng'],"['Sân hiên hoặc ban công chung', 'Sân sau chung – Có hàng rào kín', 'Khu vực ăn uống ngoài trời', 'Lò nướng BBQ']","['Hồ bơi Chung', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Tự nhận phòng', 'Khóa thông minh']","4,69 · 67 đánh giá",,,,,,,$32,$8,$24,['Máy báo khói'],"['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi', 'Không có: Nước nóng']",-$29,,
243,https://www.airbnb.com.vn/rooms/924904892156539685?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1686784678&check_in=2023-12-11&check_out=2023-12-16&source_impression_id=p3_1702197383_1lN0p4pmtclSA2jC&previous_page_section_name=1000,Phòng cho thuê tại Quận 1,1 giường ·  · Phòng vệ sinh chung,"Phòng tại Quận 1, Việt Nam","Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,Bạn được hoàn tiền một phần nếu hủy trước khi nhận phòng lúc 11 thg 12.,Tối đa 2 khách,,"['Máy sấy tóc', 'Dầu gội đầu', 'Xà phòng tắm', 'Nước nóng', 'Sữa tắm']","['Máy sấy quần áo', 'Tiện nghi thiết yếu', 'Móc treo quần áo']",,,['Điều hòa nhiệt độ'],"['Không có: Khóa ở cửa phòng ngủ', 'Không có: Bếp', 'Không có: TV', 'Không có: Máy giặt', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']","['Wi-fi', 'Không gian riêng để làm việc']",,,,"['Chỗ đỗ xe miễn phí tại nơi ở', 'Thang máy']","['Cho phép thú cưng', 'Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Nhân viên trực cửa', 'Có dịch vụ dọn vệ sinh trong thời gian ở']",2 đánh giá,,,,,,,$29,,$20,"['Camera an ninh trong nhà', 'Máy báo khói', 'Bộ sơ cứu']",,,,
244,https://www.airbnb.com.vn/rooms/725245711095697988?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-15&check_out=2023-12-20&source_impression_id=p3_1702197383_xDGOU1%2BKar5fSEMO&previous_page_section_name=1000,Khu phố Nhật D1! Vị trí tốt nhất + Netflix + Nhà bếp,2 khách ·  · Phòng studio ·  · 1 giường ·  · 1 phòng tắm riêng,"Phòng riêng tại căn hộ dịch vụ tại Quận 1, Việt Nam","Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,Đặt phòng/đặt chỗ này không được hoàn tiền.,Tối đa 2 khách,,"['Bồn tắm', 'Máy sấy tóc', 'Dầu gội đầu', 'Xà phòng tắm', 'Bồn cầu vệ sinh thông minh', 'Nước nóng', 'Sữa tắm']","['Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Giá phơi quần áo', 'Nơi để quần áo']","['45"" HDTV với Netflix']",,"['Điều hòa nhiệt độ', 'Quạt cầm tay']",,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Bếp', 'Ấm đun nước nóng', 'Nồi cơm điện', 'Bàn ăn']",,,['Thang máy'],"['Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Khóa thông minh']","4,75 · 12 đánh giá","4,5","4,7","4,8","4,8","4,3","4,8",$25,$4,,"['Camera an ninh trong nhà', 'Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy', 'Bộ sơ cứu']","['Không có: Máy giặt phí Đã thanh toán – Trong toà nhà', 'Không có: Máy sấy phí Đã thanh toán – Trong toà nhà', 'Không có: Hệ thống sưởi']",,,
245,https://www.airbnb.com.vn/rooms/1035324297482275521?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-24&check_out=2023-12-29&source_impression_id=p3_1702197383_FsizKZ7CHuVhB6N7&previous_page_section_name=1000,Studio ấm cúng gần sát trung tâm,2 khách ·  · Phòng studio ·  · 1 giường ·  · 2 phòng tắm,"Phòng riêng tại căn hộ dịch vụ tại Phú Nhuận, Việt Nam","Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",,Hủy miễn phí trước 19 thg 12.,Tối đa 2 khách,,"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Xà phòng tắm', 'Bồn cầu vệ sinh thông minh', 'Nước nóng', 'Sữa tắm']","['Máy giặt', 'Máy sấy quần áo', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Giá phơi quần áo', 'Nơi để quần áo']",['TV'],,['Điều hòa nhiệt độ'],,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Bếp', 'Ấm đun nước nóng']",,['Sân hoặc ban công'],"['Thang máy', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Nhân viên trực cửa', 'Có dịch vụ dọn vệ sinh trong thời gian ở']",,,,,,,,$19,,$14,"['Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy', 'Bộ sơ cứu']","['Không có: Camera an ninh trong nhà', 'Không có: Hệ thống sưởi']",-$24,,
246,https://www.airbnb.com.vn/rooms/1027080797674644685?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-29&check_out=2024-01-03&source_impression_id=p3_1702197383_pIzL28XS7CAEMoBn&previous_page_section_name=1000,MarQ  Ban công 1BR Căn hộ Hồ bơi Phòng tập thể dục Phòng xông hơi Trung tâm D1,4 khách ·  · 1 phòng ngủ  ·  · 2 giường ·  · 1 phòng tắm,,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,Hủy miễn phí trước 28 thg 12.,Tối đa 4 khách,,"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Xà phòng tắm', 'Nước nóng', 'Sữa tắm']","['Máy giặt', 'Máy sấy quần áo', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Giá phơi quần áo', 'Màn chống muỗi', 'Nơi để quần áo']","['TV', 'Thiết bị tập thể dục']","['Chấn song cửa sổ', 'Miếng bịt góc bàn']",['Điều hòa nhiệt độ'],,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bếp', 'Ấm đun nước nóng', 'Ly uống rượu vang', 'Nồi cơm điện', 'Bàn ăn', 'Cà phê']",,['Sân hoặc ban công'],"['Bể bơi', 'Phòng xông hơi khô', 'Thang máy', 'Phòng tập thể hình', 'Chỗ đỗ xe ngoài khuôn viên, có thu phí', 'Chỗ đỗ xe có thu phí trong khuôn viên', 'Nhà một tầng']","['Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Có dịch vụ dọn vệ sinh trong thời gian ở']",,,,,,,,$68,$15,$50,"['Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy', 'Bộ sơ cứu']","['Không có: Camera an ninh trong nhà', 'Không có: Hệ thống sưởi']",,,
247,https://www.airbnb.com.vn/rooms/1014808192111544470?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1771153869&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702197383_o5beEW79dVj9dh50&previous_page_section_name=1000,-20% Phòng cổ điển ấm cúng @MIỄN PHÍ Vệ sinh #Bùi Viện D1,1 giường queen ·  · Phòng tắm khép kín,"Phòng tại Quận 1, Việt Nam","Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,Hoàn tiền một phần: Nhận tiền hoàn lại cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền phí dịch vụ hoặc chi phí cho các đêm bạn đã ở.,Tối đa 2 khách,,"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Bồn cầu vệ sinh thông minh', 'Nước nóng', 'Sữa tắm']","['Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Nơi để quần áo']",,,['Điều hòa nhiệt độ'],"['Khóa ở cửa phòng ngủ', 'Máy báo khói', 'Máy phát hiện khí CO', 'Bình chữa cháy']",['Wi-fi'],"['Tủ lạnh', 'Tủ lạnh mini', 'Ấm đun nước nóng']","['Lối vào riêng', 'Hiệu giặt ủi tự động gần đây']",,"['Miễn phí đỗ xe trên đường/phố', 'Chỗ đỗ xe ngoài khuôn viên, có thu phí']","['Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Bàn phím', 'Có dịch vụ dọn vệ sinh trong thời gian ở']",,,,,,,,$20,,$14,,"['Không có: Camera an ninh trong nhà', 'Không có: Bếp', 'Không có: TV', 'Không có: Máy giặt', 'Không có: Máy sấy quần áo', 'Không có: Hệ thống sưởi']",-$25,,
248,https://www.airbnb.com.vn/rooms/1033940163880864436?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-10&check_out=2023-12-15&source_impression_id=p3_1702197383_4ClraqR0eAV7d3rO&previous_page_section_name=1000,QLaiHouse 28 SoHo Apt D1 Center,4 khách ·  · 2 phòng ngủ  ·  · 2 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Quận 1, Việt Nam","Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,Hoàn tiền một phần: Nhận tiền hoàn lại cho tất cả các đêm cách thời điểm bạn hủy 24 giờ trở lên. Không được hoàn tiền phí dịch vụ hoặc chi phí cho các đêm bạn đã ở.,Tối đa 4 khách,['Hướng nhìn ra sông'],"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Xà phòng tắm', 'Nước nóng', 'Sữa tắm']","['Máy giặt', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Giá phơi quần áo', 'Nơi để quần áo: tủ quần áo, tủ đồ và tủ ngăn kéo']",['TV'],,"['Điều hòa nhiệt độ', 'Quạt trần']",,['Wi-fi'],"['Bếp', 'Tủ lạnh Samsung', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Bếp điện', 'Ấm đun nước nóng', 'Nồi cơm điện', 'Bàn ăn']",,['Sân hiên hoặc ban công riêng'],"['Thang máy', 'Bãi đỗ xe có thu phí, ngoài khuôn viên', 'Chỗ đỗ xe có thu phí trong khuôn viên']","['Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Có dịch vụ dọn vệ sinh trong thời gian ở']",,,,,,,,$58,,$41,"['Camera an ninh trong nhà', 'Máy báo khói', 'Bình chữa cháy']","['Không có: Máy sấy quần áo', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",-$72,,
249,https://www.airbnb.com.vn/rooms/1026682255624047038?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1782494934&check_in=2023-12-11&check_out=2023-12-16&source_impression_id=p3_1702197383_H1Y46tr8w%2FU5xEe6&previous_page_section_name=1000,Phòng Deluxe D1/DAKAO,1 giường ·  · Phòng tắm khép kín,"Phòng tại Quận 1, Việt Nam","Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,Bạn được hoàn tiền một phần nếu hủy trước khi nhận phòng lúc 11 thg 12.,Tối đa 2 khách,['Hướng nhìn ra đường chân trời thành phố'],"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu', 'Dầu xả', 'Xà phòng tắm', 'Nước nóng', 'Sữa tắm']","['Máy giặt phí Miễn phí – Trong toà nhà', 'Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Giá phơi quần áo', 'Nơi để quần áo: phòng thay đồ, tủ quần áo và tủ đồ']","['TV', 'Phòng theo chủ đề']","['Bộ dụng cụ ăn uống cho trẻ em', 'Chấn song cửa sổ']","['Điều hòa không khí – hệ thống hai cụm không ống gió', 'Quạt trần']","['Khóa ở cửa phòng ngủ', 'Máy phát hiện khí CO', 'Bình chữa cháy', 'Bộ sơ cứu']","['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Bếp từ bằng thép không gỉ', 'Ấm đun nước nóng', 'Nồi cơm điện', 'Bàn ăn']",['Lối vào riêng'],['Nội thất ngoài trời'],"['Chỗ đỗ xe miễn phí tại nơi ở', 'Bãi đỗ xe có thu phí, ngoài khuôn viên', 'Chỗ đỗ xe có thu phí trong khuôn viên', 'Nhà một tầng']","['Cho phép thú cưng', 'Cho phép gửi hành lý', 'Cho phép hút thuốc', 'Cho phép ở dài hạn', 'Tự nhận phòng', 'Hộp khóa', 'Có dịch vụ dọn vệ sinh trong thời gian ở']",1 đánh giá,,,,,,,$17,,$12,,"['Không có: Camera an ninh trong nhà', 'Không có: Máy sấy quần áo', 'Không có: Máy báo khói', 'Không có: Hệ thống sưởi']",,,
250,https://www.airbnb.com.vn/rooms/952466119713881176?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-11&check_out=2023-12-16&source_impression_id=p3_1702197383_LGEZrpyKnPc1Ac6k&previous_page_section_name=1000,Ngôi nhà hạnh phúc,3 khách ·  · 1 phòng ngủ  ·  · 1 giường ·  · 1 phòng tắm,"Toàn bộ căn hộ cho thuê tại Quận 1, Việt Nam","Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,Bạn được hoàn tiền một phần nếu hủy trước khi nhận phòng lúc 11 thg 12.,Tối đa 3 khách,,"['Máy sấy tóc', 'Sản phẩm vệ sinh', 'Dầu gội đầu Clear', 'Dầu xả Head and shoulder', 'Xà phòng tắm Head and shoulder', 'Bồn cầu vệ sinh thông minh', 'Nước nóng', 'Sữa tắm']","['Tiện nghi thiết yếu', 'Móc treo quần áo', 'Bộ chăn ga gối', 'Thêm chăn gối', 'Mành chắn sáng cho phòng', 'Bàn là', 'Nơi để quần áo: tủ quần áo']","['Kết nối Ethernet', 'TV', 'Sách và ấn phẩm để đọc']","['Chấn song cửa sổ', 'Đồ bịt ổ điện']","['Hệ thống điều hòa trung tâm', 'Quạt trần', 'Quạt cầm tay']",,"['Wi-fi', 'Không gian riêng để làm việc']","['Bếp', 'Tủ lạnh', 'Lò vi sóng', 'Đồ nấu ăn cơ bản', 'Bát đĩa và đồ bạc', 'Tủ lạnh mini', 'Bếp điện', 'Ấm đun nước nóng', 'Ly uống rượu vang', 'Thùng rác có chức năng nén rác', 'Bàn ăn']",['Hiệu giặt ủi tự động gần đây'],,"['Có chỗ để xe miễn phí của nhà riêng trong khuôn viên – 1 chỗ', 'Bãi đỗ xe có thu phí, ngoài khuôn viên']","['Cho phép gửi hành lý', 'Cho phép ở dài hạn', 'Có dịch vụ dọn vệ sinh trong thời gian ở', 'Chủ nhà chào đón bạn']",1 đánh giá,,,,,,,$25,,$17,"['Camera an ninh trong nhà', 'Bình chữa cháy', 'Bộ sơ cứu']","['Không có: Máy giặt', 'Không có: Máy sấy quần áo', 'Không có: Máy báo khói', 'Không có: Máy phát hiện khí CO', 'Không có: Hệ thống sưởi']",,,
